MUNICIPIO,CNAE,TOTAL
"EPITACIOLANDIA","5590699","1"
"EPITACIOLANDIA","5590603","3"
"EPITACIOLANDIA","5320202","1"
"EPITACIOLANDIA","5320201","1"
"EPITACIOLANDIA","5229099","5"
"EPITACIOLANDIA","5212500","6"
"EPITACIOLANDIA","4930204","4"
"EPITACIOLANDIA","4930201","3"
"EPITACIOLANDIA","4923001","3"
"EPITACIOLANDIA","4789099","2"
"EPITACIOLANDIA","4789008","3"
"EPITACIOLANDIA","4789005","3"
"EPITACIOLANDIA","4789004","1"
"EPITACIOLANDIA","4789001","7"
"EPITACIOLANDIA","4785799","1"
"EPITACIOLANDIA","4783102","1"
"EPITACIOLANDIA","4783101","5"
"EPITACIOLANDIA","4782201","5"
"EPITACIOLANDIA","4781400","134"
"EPITACIOLANDIA","4774100","1"
"EPITACIOLANDIA","4772500","16"
"EPITACIOLANDIA","4763604","1"
"EPITACIOLANDIA","4763603","2"
"EPITACIOLANDIA","4763602","2"
"EPITACIOLANDIA","4761003","1"
"EPITACIOLANDIA","4759801","1"
"EPITACIOLANDIA","4757100","1"
"EPITACIOLANDIA","4755503","5"
"EPITACIOLANDIA","4755502","6"
"EPITACIOLANDIA","4754702","4"
"EPITACIOLANDIA","4753900","2"
"EPITACIOLANDIA","4752100","7"
"EPITACIOLANDIA","4751201","2"
"EPITACIOLANDIA","4743100","1"
"EPITACIOLANDIA","4741500","1"
"EPITACIOLANDIA","4732600","1"
"EPITACIOLANDIA","4729699","6"
"EPITACIOLANDIA","4729601","3"
"EPITACIOLANDIA","4724500","3"
"EPITACIOLANDIA","4723700","18"
"EPITACIOLANDIA","4722902","4"
"EPITACIOLANDIA","4722901","8"
"EPITACIOLANDIA","4721102","1"
"EPITACIOLANDIA","4713002","2"
"EPITACIOLANDIA","4712100","24"
"EPITACIOLANDIA","4543900","2"
"EPITACIOLANDIA","4541207","1"
"EPITACIOLANDIA","4541206","1"
"EPITACIOLANDIA","4530704","1"
"EPITACIOLANDIA","4530703","1"
"EPITACIOLANDIA","4520006","1"
"EPITACIOLANDIA","4520005","1"
"EPITACIOLANDIA","4520003","3"
"EPITACIOLANDIA","4520002","1"
"EPITACIOLANDIA","4520001","9"
"EPITACIOLANDIA","4399105","2"
"EPITACIOLANDIA","4399103","8"
"EPITACIOLANDIA","4330404","2"
"EPITACIOLANDIA","4330403","1"
"EPITACIOLANDIA","4329105","1"
"EPITACIOLANDIA","4329103","1"
"EPITACIOLANDIA","4322302","7"
"EPITACIOLANDIA","4321500","4"
"EPITACIOLANDIA","3831999","2"
"EPITACIOLANDIA","3831901","1"
"EPITACIOLANDIA","3811400","1"
"EPITACIOLANDIA","3600602","1"
"EPITACIOLANDIA","3314710","2"
"EPITACIOLANDIA","3313999","1"
"EPITACIOLANDIA","3299099","2"
"EPITACIOLANDIA","3299003","1"
"EPITACIOLANDIA","3103900","1"
